Temperature (°C),RPM,Torque (Nm),Vibrations (mm/s),Power Output (MW),Fuel Flow Rate (kg/s),Air Pressure (kPa),Exhaust Gas Temperature (°C),Oil Temperature (°C),Fault
879.7410120995146,15559.90857546851,3150.126485484682,4.133777587417782,7352.352017295536,1.3115722254308195,106.85747237486744,519.4583497006964,121.1407051794165,0.0
1007.400700631831,14742.402673333074,3698.220734228105,1.3476416829662554,8079.961699199084,2.4544558283049374,173.74178238734785,538.6928369375469,134.97714664536423,0.0
914.5087796783638,14473.609324847504,3598.329749433762,1.5126437261377343,7698.847070933867,3.220514775720602,131.60698275168858,479.0297777333026,124.45241157476298,0.0
972.1282193817772,15798.488030204731,3548.511079329079,4.823436155723977,8409.166471774399,1.4490983213748174,190.2453350546892,525.8470190344603,132.6358218255001,1.0
939.5577096060126,15322.073736325456,3471.469279615128,3.7360536012208,7918.6773695376305,3.513375473618953,127.41389150261855,537.6524916381283,113.84016096401466,0.0
928.682493397004,13919.687693594386,3466.159171863888,4.555349051531978,7237.177975294959,1.7315129146734294,135.51200545484087,542.9190350929633,135.33911413384055,0.0
917.024337087234,14993.031381053906,3591.0060833404013,0.6999830915730546,8063.896019509875,2.763248498238319,155.67789080349564,549.7765841913706,115.24375871474815,0.0
931.0724156919988,15641.764797978762,3776.042712694141,2.643365178331832,8713.412466214284,2.3503307552848742,147.4924074241366,511.27505155734633,122.17726612218678,0.0
918.1056202606449,15370.56496243405,3744.228403768738,2.7019503226130017,8632.635887147719,1.773603288852334,181.5911095963659,458.8970789955148,131.29557231570283,0.0
886.3673419136314,15565.919085589489,3038.8511024912136,2.8059341553931,7095.376556179896,4.91158330715502,149.2981637543272,515.6892707094885,120.91369937214614,1.0
1151.0369445341848,14513.753951842784,3292.3940135193247,2.557012147150316,7167.749493710943,2.1000411413641444,-103.81895002043017,733.4062204668046,119.15107135199555,1.0
980.3293711487088,14195.902208790692,3601.970895179534,0.1578575123584921,7574.109188181442,1.886456760883657,177.71565123068433,503.7316678588368,131.4162122214522,0.0
929.2016142176844,15670.98468737064,3679.8765273148624,0.1539628022508274,8650.093306644876,1.8419946434274697,152.7202035156901,538.2916677216598,120.3155794618472,1.0
877.0676642178153,15918.9792881554,3551.7500632698493,2.315534759306916,8290.2120586177,2.686905450265748,153.7220317603284,502.61026482454537,123.64705625572122,0.0
843.550895907864,15238.054716007073,3747.604046502476,-0.3245117429905657,8565.929327180134,2.406103620975029,166.05401617642912,510.6605828876868,126.61087782607235,0.0
973.4779681059764,15085.527470281386,3382.624904949753,-0.923815437132081,7638.993534514035,2.2000554725812225,185.9164661228129,525.8401086609301,114.26840011136596,0.0
994.9886363260756,15280.57347840736,3187.889726538745,2.063897466767553,7306.917481115286,1.83995626433572,64.09468343658078,535.8783627617903,100.94214226316625,1.0
907.6800008605226,15662.072165812942,3584.052933881481,5.183893395691097,8420.054354481803,4.810973443184944,139.8638323670599,518.1209603276917,122.13635984598326,0.0
945.5845753163444,15214.662289763672,3730.0516664428847,2.2404706082259462,8414.82516740599,1.938520134031466,160.9509422748514,472.2057213430296,125.8779702715237,0.0
987.5914135616692,14640.797921821735,3562.2473152975954,3.1037221177466643,7764.448052646437,2.1059817538377104,178.24035326974357,500.04458533424383,118.06821571254488,0.0
958.8815356308806,14297.014011529349,3421.8346519240395,2.792445385079645,7286.934575692317,4.200747537184544,147.2297065213602,520.4577138317767,116.762072065153,0.0
969.044746879148,14815.763717036309,3554.647811238931,2.6658059281474484,7737.778982428507,2.2679503330818966,118.59445550769011,532.3378855413013,118.21132240888409,0.0
987.0687630597588,15450.683221920306,3531.0547161483755,0.7145462423789486,8183.581178771441,1.756495028455446,139.42174134473032,456.7842564168987,106.17731477524715,0.0
965.2033090791854,14616.521197643577,3699.760594040784,0.6385976678533225,8111.644372350525,2.7194170977881056,-7.979444992119568,684.5119501273165,139.39920090978762,1.0
1142.2291698982422,14321.646988129663,3280.539858516565,2.0184605669440567,7047.410067624461,2.7302853140895995,-80.41354861057778,687.4495102092486,126.8219745358436,1.0
922.4189928885478,15670.121121442218,3418.77845640052,0.6368828874347972,7987.685469626756,3.1975328962307485,144.3851115288222,441.6751647934742,143.055241761412,0.0
1239.028699703375,14948.958324203308,3918.5737988618057,2.84186719922744,8786.789461425025,3.983880770186041,-65.31560179500846,680.8983655810645,124.19526851403118,1.0
872.6925448694238,15149.52966505404,3385.3679238488044,4.164231295120175,7693.009768420478,2.434951292607941,178.9840067637653,432.8653098058865,103.590949822401,1.0
980.0087607919492,15946.811877263894,3383.194210384022,1.7838885093672114,8092.674242586354,6.580855337241927,168.61127473176563,529.2225057990546,117.185030997217,1.0
934.7192232000576,15318.486146696252,3110.315906333298,2.166924147102766,7078.905071602046,4.803259052685664,179.23453330074688,478.0427022041805,122.99211633952844,0.0
995.5526611931136,15306.60642611454,3441.1197323966703,2.011796945079137,7900.779811339862,0.7484372865231446,153.96049529135178,543.3692993027792,113.43953452145183,1.0
815.3127600564343,14246.802459968638,3479.649036453658,1.6336131643070757,7384.028301781327,1.6120521673050598,125.3287375736368,489.05990769621394,115.2063046952426,0.0
899.2205847949673,14692.96007960742,3669.7811840281393,1.6142502122993565,7978.8043700864,3.1026643198790684,137.51586551820273,550.2805823969112,126.7033364874106,0.0
938.2123861173294,14692.372699147822,3408.14167012845,2.719151387461465,7511.053144353496,3.912786878535529,79.0059862893407,499.6067180919356,106.9731375031228,0.0
931.4752213022784,15367.498782987906,3840.92363107357,1.962850149541613,8818.393150375243,2.6955466163355446,154.1606405474865,528.8229816294388,134.4138847542878,0.0
913.4595268735294,14502.450539462336,3236.2161263493954,2.362110215977013,7039.959646108875,4.066638714447624,152.65848290850366,557.9884021873461,133.1103223274563,1.0
917.1730891120338,15484.93436360189,3466.259859579216,3.2006363198540733,7982.785583739525,2.2451112064883683,135.21616845402232,504.8147504940485,124.871402568063,0.0
895.071243714216,15349.370630709467,3597.933383031032,2.2659517962450373,8143.07561695995,5.876057468450524,179.3038536569555,542.8408117055943,118.7019315139714,0.0
891.6077235536256,15939.841808449097,3685.012252477624,1.097510711157481,8810.7768550035,2.01607015091267,169.22888966943472,498.3454385925356,121.423623544893,1.0
927.0067847807302,15006.111935566169,3370.7025131740747,1.0963687179702155,7587.170882127654,3.811422580391093,128.71367965824413,507.908448500184,130.25794169670866,1.0
947.6385501088184,14593.892837745014,3675.427924272247,0.8675579621601883,8041.797278858238,2.640450815686896,144.9107800401161,514.0352680471148,118.50774455734644,0.0
912.6791703684008,14072.686517194456,3690.1318424460633,2.711889000264141,7789.510293879096,3.279153288063917,122.7539353328252,506.3521891331061,132.46712185192226,1.0
952.510402191595,14363.051135398462,3767.3742288205367,1.5045512360176316,8116.648304209756,3.617597172315025,138.3349805955488,548.2708536076979,116.70671771616932,1.0
928.8309674922334,14767.277174029978,3723.5035086281737,2.2521761452523115,8202.537798652236,3.0572348350649325,141.62211198248306,524.138178914614,131.3273136325557,0.0
851.3988077272608,15320.953152257853,3198.2432940543645,0.7144240719599364,7350.020351659462,2.7336996517737964,150.13449085022015,505.2768761821317,116.15109815941383,1.0
918.1702845879284,14700.31859304886,3328.426110239887,2.9902721444622777,7339.338635092305,2.349696280312614,133.41877858938753,517.7919805809,113.535467612841,0.0
982.5753403398122,14646.81978640369,3692.848089675201,0.9890610609231052,7951.006628801558,4.182848611710394,158.6284452475117,511.4861688957842,127.14167844168112,0.0
951.803118554657,15330.6654732959,3746.6456188651073,1.2913768143788835,8538.243524121352,2.5513464509022272,140.0982632507624,522.7530603485573,106.00210389445108,0.0
1158.2226340547263,14935.352205103543,3432.041363421516,1.223970775938608,7688.811981777617,1.1544660498387551,-113.42022091906594,794.7917930582075,115.36373657478764,1.0
917.0352857244736,15512.337181581592,3256.331378705745,1.9994045852110391,7576.996548217195,3.021933395475437,148.4155836920876,476.1218565040329,127.77027925461869,0.0
923.8109140195384,14054.377827395783,3183.1736931114024,1.5431681218291935,6593.192860827478,5.171748819963966,163.03376776125958,507.5675078258735,113.65434476945497,0.0
878.7052309472234,14829.1237337844,3668.3763914090505,2.492098506767525,7980.305047090763,1.1585086606572048,145.77477587680764,498.69597426476366,126.99581579743544,0.0
1023.3145205801042,14681.719934974362,3884.868776439984,2.543656883772892,8555.483303972755,0.1852965552327085,-25.18304317956993,611.5792492437089,111.71611077859065,1.0
1024.5179965390246,15662.605951648531,3455.1505999451324,3.8613000352265567,8117.499352581393,4.152008116916976,151.82834877957808,543.7308857893537,126.1306385611556,1.0
960.2009556295444,15442.9123097954,3677.4934559791946,1.616533605867727,8318.49233249409,2.034017584234033,150.1433395200556,528.7293946125299,118.71661433749158,0.0
941.7084505956416,15256.368843695387,3291.099160575288,1.847658747313329,7531.5334042369295,5.360336523570318,146.56947384796987,523.1141681188295,117.96332403073816,1.0
905.4405639288937,15391.964132284636,3605.855400154968,2.5339632277070963,8325.179547808519,4.365114584371767,184.58873515339084,484.7850320760003,131.2979222792108,1.0
931.845113841506,15052.774979706708,3373.206807603984,1.993855973340803,7551.678898362168,0.8090652385489641,141.54830405976807,518.4043743701169,107.09743723758584,0.0
834.4090494447927,14783.638534385283,3911.5883026101214,1.2148857955655703,8535.340116020974,3.266215758903596,144.46509959512906,487.85635009664526,126.9351248058343,0.0
950.52746079207,15462.419252292022,3466.2249545523373,3.695110314023942,8039.433520506765,3.121870473229776,126.16466533331528,494.057424611254,125.56111596729012,0.0
969.9369428622704,16326.337555645208,3672.619693247848,3.5957141476394776,8994.064323821176,6.516147071955625,159.4354857480699,518.4577771851544,118.61974799504952,1.0
949.4921294995926,14234.50803453615,3473.122072506426,3.0348121404243367,7271.120918568033,2.5692156587148096,126.23428999438237,522.4066338993731,119.81426912199338,0.0
932.3644686473792,14987.0911341808,3541.8595681715665,1.1239086511700926,7811.041629320553,3.163408086124761,123.33592573166676,483.83171362830393,122.91590119207764,0.0
933.7053975942636,14596.495592643536,3293.556803845413,3.239014640440928,7211.158105717604,1.98234740396186,120.47922929168276,494.6692096527647,132.81110584375608,1.0
813.3039328894287,14477.063649021153,3345.8523554034696,2.055514592402195,7116.770415069088,1.8240723968637724,144.98896090706813,507.3409326782163,111.52910548059435,0.0
897.0401640629109,15745.851007155516,3564.2507286323485,3.947489700726929,8228.91184565605,1.3229726662918082,162.5185708251038,509.80253452723554,113.84052587575124,0.0
903.6287153559092,14386.07747328269,3521.596574607237,0.281723893106425,7599.294172791997,3.542836384391898,178.87276338564195,504.8510558284498,126.26630837863418,1.0
934.318700182802,15481.977162270496,3718.6446583834886,0.8707171430672176,8635.79575135385,2.840988805864225,78.8542843774967,547.4159486421487,125.0192972840665,1.0
781.2720727535789,14895.367430520277,3235.13376883897,2.4236854861378,7228.275926061045,1.9345665724837149,173.45224269680148,563.6860738602109,106.9397205039906,1.0
1121.3408551501109,14554.136719627297,4063.378977746148,3.375905371360152,8870.845977866526,2.7605959940255835,-48.84437590846815,672.7043648502911,114.6501077526037,1.0
992.1761933180296,15136.1990362935,3298.655700200109,1.3489976677201727,7448.1748694498365,3.034899806743026,155.29034608447145,461.6967488472911,128.80484956912875,0.0
993.627282806101,15850.542370137777,3933.787770714385,2.412314071484034,9352.900460225728,3.2214742472200326,85.78544540823536,553.1922685935849,116.98316433240632,0.0
963.7871331700416,15709.99513678098,3513.53501158706,2.790807942025477,8097.490552523052,-0.0318276502787311,139.98884539785325,443.59062702075823,105.68459060089488,0.0
919.2506077224232,15108.423603001183,3910.569449859915,2.2765553042109423,8862.380966615834,2.7756103951964275,145.50775688333633,489.0735093859352,114.5713636414563,0.0
831.316305428366,15040.017025591958,3594.926821393397,-0.3383400007426059,7964.181136308392,4.5493179139884194,163.85907497450367,502.5201956682994,118.26257330621,0.0
863.7891685690013,14835.06655286181,3441.8495560596857,5.106995758286937,7659.010084362497,3.881703786642526,135.67768028310448,453.83264315722215,123.2261692091878,1.0
952.0734437324558,14680.592777137372,3392.5890231917224,0.8165293603028657,7470.782686449588,3.682873559512584,116.17822825547644,513.0292032639408,112.46447347786732,0.0
954.1327690761458,14590.111064107938,3376.666215066246,1.774223179549902,7279.041911651091,3.282529491156726,182.87579706989908,494.65956697351646,139.676882054029,0.0
1180.988353362342,14879.181124271705,3651.0007508684994,3.364809403798944,8148.585218553659,2.958280763791329,-135.23891483513427,774.4317881254033,135.52261896219113,1.0
904.275350844611,14201.734898575529,3170.246204480852,2.634035628072563,6753.449423887848,4.603786832521407,144.2519963950636,501.45325029715576,97.8172110985426,1.0
996.8516817183688,15183.919180446008,3407.098263797201,2.746812420550096,7759.965701600191,0.873166767424794,41.24236789484503,585.7386939189493,121.72565996140756,1.0
970.0744644065772,15129.42936171395,3652.411300723974,3.229314866973625,8176.935546116556,3.4268603038806464,135.9367025345159,493.03325468186216,108.50347241571804,0.0
918.7465003312522,15486.086403166142,3266.598256610135,3.432051362825668,7588.023426944465,2.592399168331016,133.2487213041934,505.8843106310072,140.5481319094971,1.0
951.8407853545722,14864.846085098565,3289.5946523978023,1.1119345317018476,7334.897728538495,3.486532264470706,161.0206016676139,513.9491595116303,144.65429404205173,0.0
895.0206028595834,14890.130879953143,3866.968394663655,2.0255209587982628,8632.631350864729,3.6187816826192254,138.45032450370744,517.9305104998692,103.81584521789412,0.0
888.7101065283949,15832.315809063575,3212.9767272838526,4.433162944733524,7630.3293350294225,3.94341330473752,169.2113460030813,467.83192406165017,133.20991732993414,0.0
913.4915387086749,14569.22700712773,3939.743288089384,2.492595895771235,8609.852147097308,4.033759131730123,173.45702170378323,504.3931591666436,109.14161844352864,0.0
850.1654193358519,15430.032783533969,3527.686556024443,3.608428087587365,8079.116978668433,1.9922400281757056,155.05554014684824,513.0331499758319,125.53475775286684,0.0
895.8155859776446,15119.67742553998,3249.7384223611366,2.2568005994651106,7370.249499522537,1.6185175385425847,116.42620030794116,490.61158057250367,129.68288066377315,0.0
854.738193062178,15318.727200558526,3268.4458096584067,2.125892299043732,7510.264459194865,4.054044632958122,115.773996440248,516.3470364193711,115.49889306522192,0.0
932.5564931575258,15117.6749966871,3214.7023333861657,2.93873467081502,7289.823763083557,7.055176242875625,156.55134760231863,500.4124002349362,120.0789186948686,1.0
850.8396103552141,14982.716336384665,3556.9046607269024,1.930527516181198,7921.869708769586,2.2591333972463103,152.34423459034917,502.006191205544,113.76019535032434,0.0
926.284285826898,15650.71425610243,3466.1010196706047,2.1220035925253984,8019.056365551896,3.429913560687938,146.67610926459247,516.4488662029449,91.35553352009272,0.0
948.4959053721012,15656.746286531728,3593.338984440756,1.6727257302933456,8337.731525892268,2.9586520585420315,152.8096113641842,490.61621128746185,122.62426910970191,0.0
844.7365345984591,14963.254008073314,3961.675405053148,2.2351507659110026,8749.662374582014,1.721059459274758,180.30435050343573,509.9845211169216,118.85880814758796,0.0
