Temperature (°C),RPM,Torque (Nm),Vibrations (mm/s),Power Output (MW),Fuel Flow Rate (kg/s),Air Pressure (kPa),Exhaust Gas Temperature (°C),Oil Temperature (°C),Fault
849.0800478297695,16049.163483119664,3656.296546427895,1.412958908058752,8753.663739119547,1.3603891414453089,139.47513564196825,450.2923744930618,125.96697783374908,0.0
891.900043106292,14382.691161700392,3538.926660733153,1.2395062368850671,7569.996787048218,3.604444050639066,149.0128581825521,517.4009016202978,129.68700153309692,0.0
1007.1540643730496,15044.027789407246,3521.547503874456,0.5484697713054592,7946.738776500755,4.188168428084564,125.4077033987528,509.49329902089016,128.64928397555897,0.0
950.5729737334055,16213.472739372926,3634.69046531321,1.3564947143510142,8667.270173594077,3.440000956426137,105.17211894710684,496.4051957416448,120.69058245971944,0.0
922.4072602327074,15918.215022782942,3405.484017509216,2.3812160896252967,8131.384027104361,4.353260723081266,152.88292843855086,534.9695155487663,123.74170807483463,1.0
890.5758510062053,14538.207608193925,3444.352450663838,1.9038518781924083,7511.20665053136,0.3498890944255341,72.76735878277118,526.9819398544017,106.73155463415928,0.0
970.2718017876576,15763.934966173496,3528.778696701012,2.697503015446437,8344.115682721982,4.073010433818261,161.92743488394223,587.6345702536958,123.99127691910904,1.0
860.5847045156775,14768.348872143071,3541.484227201174,2.646769599855686,7794.286861147154,3.2999935728865903,121.14096154553552,484.6653515722784,125.21825962349064,0.0
836.8780160980006,14673.852857578897,3318.9967743195484,1.293339066307981,7305.370545171605,4.667099379708085,147.95934958257672,520.3526325931148,109.33082642207636,1.0
942.6692737379568,14573.646170008287,3712.5816818457065,2.6451139576366955,8115.87777127104,3.405700629014982,119.8937293268741,546.8553999585992,128.33461422348012,0.0
859.6388600082508,15230.660223587009,3675.3714860974496,2.583248153220349,8279.195643001103,0.4350385315354139,176.02604984315127,480.2581822732414,128.8649438769903,0.0
