Temperature (°C),RPM,Torque (Nm),Vibrations (mm/s),Power Output (MW),Fuel Flow Rate (kg/s),Air Pressure (kPa),Exhaust Gas Temperature (°C),Oil Temperature (°C),Fault
925.3081756324334,15023.158368863817,3518.509878316493,1.6396445940206084,7928.869668654064,3.1454886648081564,159.5563501933305,540.3386616550771,111.9007563251895,0.0
886.8735637833557,15368.117115950916,3742.192141055706,-1.4001502588664154,8514.421692286716,0.4295702415803057,130.45029631178093,501.43293631370216,121.34493540880966,0.0
897.3000487340782,14547.859124659515,3785.7625904543193,2.4449866837074463,8261.211126800326,4.145037125443545,143.84936871066455,523.2770854736339,112.35396146631496,1.0
990.0252414215915,14065.888761558494,3557.528971518702,0.8512721501035372,7505.971016910546,2.048908618605948,17.185811650489782,584.4755859743276,130.26785211254276,1.0
945.9662930154968,15524.224201022102,3998.033328360824,2.877949479804808,9309.954862894809,2.1358223933477527,99.98110787627856,556.3842350463606,117.01533700822456,0.0
943.766624447106,14623.548056588155,3937.329323916517,2.056573677251787,8636.65868743604,3.529118328340831,176.5246017257867,513.5738816228647,134.48635466552477,1.0
978.916137765338,15251.503996304036,3798.3307483006975,1.99491211260964,8685.193718804865,3.3479069972294107,160.9947931834293,551.8635959315819,102.81623156981064,0.0
923.7276124468676,15322.97726468452,3596.740238765189,2.4648031025242303,8246.248047496656,2.4792545601008547,101.43011430132798,510.4259786608232,128.03903720253152,0.0
870.7540666925487,14999.299073953933,3606.14060932455,3.458814071528471,8024.189415820124,3.2502374705596564,156.966715167864,507.4983024787308,123.74386567245092,0.0
801.2153146624458,14572.53406679954,3546.364832029219,2.7779195541920183,7751.928349206842,1.875947119095476,163.84085765221977,513.1444618847576,145.35451045075638,1.0
912.0436732029664,15361.089456391555,3747.600527397784,1.058753302158268,8449.429735318758,2.8961900714049635,155.85005428330655,452.99155043390215,119.2207899952466,0.0
980.06322484353,14791.404677521105,3871.800059159036,1.1910746264985028,8551.747406804521,1.853919179123072,159.89561240158838,476.0597802459508,142.55764766321715,0.0
865.7570003561962,14783.63747027572,3572.611587163313,0.8417159984893386,7906.584320651295,1.971987339811052,126.5763436002432,485.81884657872,126.47208688295368,0.0
966.0809459062856,15263.138220639534,3190.421284282558,2.854658668103499,7304.376156611247,2.658603999730496,129.41059402861654,502.54879613323817,118.2983238863725,0.0
944.7219431337892,15561.182172841876,3779.5982281594784,2.2484916374055777,8725.207707942911,3.233061014080585,161.94017618033368,523.8905040612192,136.85884332605627,0.0
882.00720554795,15096.990504995754,3272.47937514309,0.6239662269043703,7351.403000084253,2.1057318206722613,142.49242182513498,518.2058035068877,129.3752804344006,0.0
961.4917148680352,14927.995136268984,3149.8401011647748,1.1293018438605955,7053.119656531912,4.440429282060157,135.8694816856354,507.33095456532936,126.93035590245324,0.0
796.4429820947745,14641.827533662465,3755.9367485862463,2.023513032641242,8207.821381446607,2.79114920774622,143.56611149690875,491.88035367333015,116.0242081183902,0.0
953.798787270341,14340.96900582812,3591.5718149669583,2.098620406797115,7725.993012097047,1.5894706191094905,88.88764109446866,539.461889163659,121.04762970625416,0.0
1033.0275318846898,14464.16774957428,3851.576473877199,2.207496450985923,8356.47723277104,3.146655646159008,-42.1405468175052,611.9571888908488,141.94319708943678,1.0
885.6523105381673,15576.32772875171,3530.492554802076,4.21744682577123,8248.816361627254,2.7571874121544444,173.09710701130214,456.8141220366716,137.5895454920153,1.0
909.1729401308376,14434.573817664716,3361.433074270464,4.919055972214005,7278.128076554498,2.5810361862661395,132.00108539339368,505.95723399886657,148.48417921487388,1.0
953.694685952137,14661.410227554992,3277.3323346759144,3.8780418573896833,7200.339524535511,3.0710251651208385,168.10263387094997,486.2175358213609,116.18922367089527,0.0
867.9740150249593,14369.603367055448,3565.5960598810416,2.1656596406466337,7635.474876025002,2.0715213146140443,177.10564960912947,514.9592278882907,116.70964584434266,0.0
936.4934992146514,14848.367157353014,3428.619744642356,2.777070142407935,7636.410721709945,4.296361965298742,180.12546592770008,499.7889413061928,109.46539202251368,1.0
946.9284190077802,15614.540837368524,3449.794542465074,1.4019510743661696,7987.123162435149,2.225037180851089,148.4929678859301,543.0530802039259,105.66476791584068,0.0
962.5265097455166,15711.422388028006,3515.5600152861,1.1232210097686697,8231.31366247096,3.0225827149626823,142.00628755325732,445.0677084276839,107.43466636940046,0.0
974.6592662228516,15528.446424446083,3749.200601985201,5.548554095322309,8732.88910236423,2.979136681369642,161.20297924753106,483.5842788760242,127.07315696240468,1.0
916.367124569816,15210.262718146329,3421.8237960910305,2.91574890441386,7807.025837062401,1.930568696627948,153.22326399870073,510.3833873581976,125.59169218752598,1.0
929.4319529052104,15205.124001080658,3505.495449021371,2.991706587577209,7899.28126076141,1.4685228565935755,141.95666314181543,465.6560144336441,106.4470370549078,0.0
926.7193959855696,15195.623422006429,3225.454354439544,4.319060884273931,7351.918460240124,4.371548883511484,155.2103711341949,519.3642958532604,125.62207128286832,1.0
944.4531597038048,15449.343986737353,3615.911834964216,3.103421626043288,8379.519864611526,2.859048919502619,167.46594904842394,471.683928472401,135.14031138315485,0.0
849.1009473847317,16295.244064545092,3589.699819264526,0.2789796261763706,8660.189883392259,3.32918688129567,158.71751331959905,515.2237130246712,128.17383948012056,0.0
1149.9382023821113,15042.26552304996,3402.895953783805,2.176600336279192,7678.089672619251,2.5178339277288657,11.242132510038402,572.0094786783706,130.43638183177902,1.0
850.0906300977063,15046.432704036197,3490.079670119234,1.2409833139273103,7727.324573894789,3.5278223031692697,163.626444981957,536.3037802338673,131.57996919535807,0.0
